relay,Lighthouse,Lodestar,Nimbus,Prysm,Teku
blocknative,0.0995746980224479,,0.0635475,0.12167354782608696,0.09031769509981852
bloxroute (ethical),0.06295851213282248,0.06946585365853658,0.07025175925925925,0.05935214201877934,0.0780885111111111
bloxroute (max profit),0.08009092719555991,0.0969878947368421,0.07370284536082475,0.08458129444444444,0.07359696525644055
bloxroute (regulated),0.08145746048472076,,0.07180704,0.12046257142857143,0.09404976426799007
eden,0.12019206339341205,,0.13778570652173913,0.1110393768115942,0.1282080442804428
flashbots,0.10609616822974312,0.20179,0.1150579905063291,0.10150718616480162,0.11761338128104237
manifold,0.06585056396148556,,0.056319487179487183,0.07055794029850747,0.07223911894273127
none,0.060932957343412524,0.06130769953051644,0.041889491244239636,0.03535597213762513,0.038695746498383865
